Date,Open,High,Low,Close,Adj Close,Volume
2020-07-20,12.300000,12.340000,11.820000,12.000000,11.951671,2440300
2020-07-21,12.080000,12.330000,12.050000,12.150000,12.101066,1661100
2020-07-22,12.060000,12.100000,11.910000,12.040000,11.991508,1536400
2020-07-23,12.120000,12.500000,12.020000,12.190000,12.140904,2254300
2020-07-24,12.450000,12.460000,12.170000,12.330000,12.280341,1945500
2020-07-27,12.220000,12.280000,12.030000,12.180000,12.130946,1247800
2020-07-28,12.180000,12.570000,12.120000,12.570000,12.519375,1376900
2020-07-29,12.570000,12.625000,12.300000,12.320000,12.270382,1832900
2020-07-30,12.240000,12.570000,12.090000,12.250000,12.200664,1083400
2020-07-31,12.190000,12.350000,12.050000,12.160000,12.111026,1065500
2020-08-03,12.180000,12.235000,11.930000,12.080000,12.031348,1417300
2020-08-04,12.070000,12.190000,11.980000,12.160000,12.111026,987200
2020-08-05,12.190000,12.560000,12.190000,12.400000,12.350059,1206200
2020-08-06,12.290000,12.320000,12.050000,12.070000,12.021388,1235700
2020-08-07,12.080000,12.500000,12.010000,12.500000,12.449657,939700
2020-08-10,12.500000,12.940000,12.490000,12.910000,12.858005,1255300
2020-08-11,13.150000,13.440000,12.890000,12.910000,12.858005,1296900
2020-08-12,13.020000,13.090000,12.570000,12.870000,12.818167,1335100
2020-08-13,12.760000,12.870000,12.598000,12.780000,12.728529,1020500
2020-08-14,12.700000,13.000000,12.580000,12.760000,12.708610,893400
2020-08-17,12.750000,12.840000,12.320000,12.800000,12.748449,1336000
2020-08-18,12.720000,12.720000,12.210000,12.210000,12.160825,1284900
2020-08-19,12.310000,12.430000,12.150000,12.280000,12.230542,924400
2020-08-20,12.200000,12.330000,12.050000,12.290000,12.240502,883000
2020-08-21,12.310000,12.440000,12.160000,12.240000,12.190703,784600
2020-08-24,12.240000,12.735000,12.240000,12.700000,12.648850,1140400
2020-08-25,12.790000,12.880000,12.600000,12.670000,12.618972,812200
