Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,16.160000,16.290001,14.880000,45.15,15.110000,9261600
2011-01-04,15.240000,16.690001,15.190000,46.26,16.360001,10938600
2011-01-05,16.629999,17.080000,16.400000,46.50,17.000000,9181400
2011-01-06,16.950001,18.520000,16.799999,46.23,17.940001,12543800
2011-01-07,18.170000,18.480000,17.410000,46.08,18.200001,6862500
2011-01-10,18.209999,19.090000,17.620001,46.03,17.870001,9836600
2011-01-11,17.790001,18.500000,17.260000,46.83,18.389999,9766900
2011-01-12,18.559999,19.250000,18.240000,47.69,18.902515,7035600
2011-01-13,19.000000,19.110001,18.240000,47.54,18.372725,4495700
2011-01-14,18.480000,19.090000,18.120001,49.25,19.010000,4288800
2011-01-18,18.980000,19.490000,17.840000,49.23,18.080000,5505500
2011-01-19,18.209999,18.450001,17.900000,48.20,18.270000,3004200
2011-01-20,18.709999,18.920000,17.410000,47.57,17.530001,6622000
2011-01-21,17.200001,17.459999,16.860001,47.61,17.280001,3757400
2011-01-24,17.320000,17.940001,16.760000,48.08,16.910000,5068400
