Date,Open,High,Low,Close,Adj Close,Volume
2021-04-22,16.160000,16.290001,14.880000,15.110000,15.110000,9261600
2021-04-23,15.240000,16.690001,15.190000,16.360001,16.360001,10938600
2021-04-26,16.629999,17.080000,16.400000,17.000000,17.000000,9181400
2021-04-27,16.950001,18.520000,16.799999,17.940001,17.940001,12543800
2021-04-28,18.170000,18.480000,17.410000,18.200001,18.200001,6862500
2021-04-29,18.209999,19.090000,17.620001,17.870001,17.870001,9836600
2021-04-30,17.790001,18.500000,17.260000,18.389999,18.389999,9766900
2021-05-03,18.559999,19.250000,18.240000,18.910000,18.902515,7035600
2021-05-04,19.000000,19.110001,18.240000,18.379999,18.372725,4495700
2021-05-05,18.480000,19.090000,18.120001,19.010000,19.010000,4288800
2021-05-06,18.980000,19.490000,17.840000,18.080000,18.080000,5505500
2021-05-07,18.209999,18.450001,17.900000,18.270000,18.270000,3004200
2021-05-10,18.709999,18.920000,17.410000,17.530001,17.530001,6622000
2021-05-11,17.200001,17.459999,16.860001,17.280001,17.280001,3757400
2021-05-12,17.320000,17.940001,16.760000,16.910000,16.910000,5068400
