Date,Open,High,Low,Close,Adj Close,Volume
2019-07-22,27.620001,27.750000,27.360001,27.490000,26.724354,22304400
2019-07-23,27.510000,27.629999,27.400000,27.520000,26.753519,21124400
2019-07-24,27.590000,27.639999,27.299999,27.350000,26.588255,27939600
2019-07-25,27.469999,27.500000,26.809999,26.889999,26.141066,26892300
2019-07-26,26.799999,26.799999,26.100000,26.139999,25.411955,75644000
2019-07-29,26.219999,26.440001,25.959999,26.379999,25.645267,26493300
2019-07-30,26.350000,26.490000,26.180000,26.240000,25.509167,38201600
2019-07-31,26.389999,26.500000,26.020000,26.080000,25.353626,39890200
2019-08-01,26.299999,26.559999,25.160000,26.250000,25.518890,91345800
2019-08-02,26.370001,26.889999,26.280001,26.520000,25.781372,64112900
2019-08-05,25.799999,26.129999,25.520000,25.549999,24.838385,48277000
2019-08-06,25.900000,26.219999,25.680000,25.879999,25.159195,44208100
2019-08-07,25.440001,25.730000,25.000000,25.600000,24.886993,67698500
2019-08-08,26.100000,26.350000,25.860001,26.350000,25.616106,50256700
2019-08-09,26.299999,26.690001,26.100000,26.280001,25.548056,36641500
2019-08-12,25.920000,25.920000,25.540001,25.650000,24.935600,36122000
2019-08-13,25.360001,26.129999,25.230000,25.790001,25.268730,45330500
2019-08-14,25.260000,25.379999,24.780001,24.920000,24.416313,54401100
2019-08-15,24.990000,25.000000,24.139999,24.230000,23.740259,53894500
2019-08-16,24.719999,24.770000,23.889999,23.910000,23.426727,56782000
2019-08-19,24.299999,24.500000,23.850000,24.030001,23.544302,50699300
2019-08-20,23.910000,24.190001,23.680000,24.020000,23.534502,37141700
2019-08-21,24.350000,25.990000,24.180000,25.450001,24.935600,87840800
2019-08-22,25.500000,25.719999,25.160000,25.219999,24.710249,40808800
2019-08-23,24.780001,25.370001,24.230000,24.280001,23.789249,58032300
2019-08-26,24.580000,24.680000,23.770000,23.959999,23.475716,39688800
2019-08-27,24.170000,24.820000,23.809999,24.340000,23.848036,70475200
2019-08-28,24.200001,24.700001,24.120001,24.590000,24.092981,41981500
2019-08-29,24.900000,25.500000,24.680000,25.500000,24.984591,61008800
2019-08-30,25.530001,25.690001,25.170000,25.500000,24.984591,54958200
2019-09-02,25.389999,25.580000,25.250000,25.299999,24.788633,19049900
2019-09-03,25.110001,25.660000,25.030001,25.600000,25.082569,47829600
2019-09-04,26.160000,26.370001,26.000000,26.260000,25.729229,56179000
2019-09-05,26.600000,26.790001,26.340000,26.389999,25.856600,48586800
2019-09-06,26.400000,26.860001,26.200001,26.520000,25.983974,48502200
2019-09-09,26.750000,27.020000,26.700001,26.930000,26.385687,37303000
2019-09-10,27.049999,27.350000,26.780001,27.100000,26.552250,44109400
2019-09-11,27.350000,27.350000,26.830000,26.870001,26.326900,51540400
2019-09-12,26.860001,27.139999,26.639999,27.059999,26.513060,41028300
