# date	 open	 high	 low	 close	 adjClose	 volume	 STOCHASTIC
2021-05-04    55.070    55.720    53.160    54.400    54.400 30404500     9.294
2021-05-05    54.950    54.970    53.320    53.560    53.560 19111100     8.858
2021-05-06    53.480    53.840    52.340    53.810    53.810 19586900     6.143
2021-05-07    54.770    54.920    53.370    53.790    53.790 21748600     8.362
2021-05-10    53.010    53.080    51.620    51.810    51.810 17362300    12.963
2021-05-11    49.520    53.190    49.200    52.880    52.880 16749900    13.622
2021-05-12    51.870    52.380    50.060    50.700    50.700 17223200    19.207
2021-05-13    51.680    51.770    49.120    50.110    50.110 14303900     8.212
2021-05-14    50.610    51.920    50.190    51.730    51.730 9836800     5.146
2021-05-17    52.230    52.730    51.280    52.600    52.600 21351700    13.565
2021-05-18    52.600    55.150    52.420    53.190    53.190 23612300    19.409
2021-05-19    52.190    53.160    51.670    52.920    52.920 21551300    22.699
2021-05-20    53.230    54.910    53.220    54.710    54.710 12612700    44.653
2021-05-21    55.000    55.000    53.940    54.450    54.450 12583400    84.697
2021-05-24    54.900    57.330    54.660    57.060    57.060 25656400    64.921
2021-05-25    57.350    57.640    56.540    57.000    57.000 13488900    93.193
2021-05-26    57.370    58.610    57.310    57.850    57.850 15984400    83.035
2021-05-27    57.640    58.300    57.030    58.080    58.080 9113900    91.992
2021-05-28    58.200    58.560    57.830    58.000    58.000 8752700    94.415
2021-06-01    58.200    58.200    56.270    57.440    57.440 13122700    93.572
2021-06-02    57.280    57.640    56.320    57.160    57.160 9472900    87.671
2021-06-03    56.960    58.670    55.830    57.010    57.010 21985700    84.189
2021-06-04    57.410    59.300    57.320    59.000    59.000 12256100    74.863
2021-06-07    58.620    59.830    57.720    59.630    59.630 10538600    90.292
2021-06-08    59.790    60.090    57.820    58.810    58.810 12772900    94.537
2021-06-09    59.590    61.050    59.410    59.710    59.710 16163600    76.119
2021-06-10    59.800    60.380    58.740    60.300    60.300 8717500    82.886
2021-06-11    59.950    60.630    59.870    60.500    60.500 6980400    89.451
2021-06-14    60.850    61.550    60.450    60.830    60.830 9316600    84.761
2021-06-15    61.090    61.320    60.190    60.230    60.230 9579900    87.413
2021-06-16    60.120    61.150    59.150    59.930    59.930 9336500    76.923
2021-06-17    59.610    61.620    59.530    60.710    60.710 10201300    70.812
2021-06-18    60.200    60.970    59.530    60.850    60.850 13273000    84.283
2021-06-21    60.850    62.090    59.740    61.960    61.960 12027100    80.192
2021-06-22    61.920    64.050    61.910    63.780    63.780 16686200    74.574
2021-06-23    63.910    66.770    63.790    66.490    66.490 18548000    72.669
2021-06-24    66.750    68.740    66.750    68.250    68.250 23144800    80.298
2021-06-25    68.290    68.920    67.280    67.930    67.930 13896900    94.018
2021-06-28    68.160    68.630    67.080    68.290    68.290 11176100    91.081
2021-06-29    68.280    69.380    67.930    69.000    69.000 9526400    89.756
2021-06-30    68.760    69.120    68.250    68.810    68.810 9752900    96.429
2021-07-01    68.570    70.000    67.370    68.110    68.110 9978800    89.032
2021-07-02    68.710    69.290    68.430    69.200    69.200 8095600    82.581
2021-07-06    69.350    70.930    69.230    70.210    70.210 12317400    85.314
2021-07-07    70.630    70.850    68.710    68.760    68.760 10609300    93.888
2021-07-08    67.000    67.610    66.240    66.830    66.830 12782500    80.965
2021-07-09    67.070    69.010    66.980    68.970    68.970 14382200    64.035
2021-07-12    69.460    70.440    68.800    69.860    69.860 9223600    82.484
2021-07-13    69.540    70.870    69.260    69.600    69.600 9992700    88.137
2021-07-14    70.420    72.070    70.090    70.270    70.270 21555900    70.169
2021-07-15    70.100    70.160    67.410    68.070    68.070 14933800    69.125
2021-07-16    68.560    69.280    66.140    66.410    66.410 14263000    32.546
2021-07-19    65.240    66.730    64.650    66.020    66.020 15830100    23.720
2021-07-20    66.250    68.540    65.820    67.940    67.940 11583900    18.464
2021-07-21    67.590    69.770    67.550    69.540    69.540 10082900    44.340
2021-07-22    68.640    70.130    68.510    69.570    69.570 24130400    65.903
2021-07-23    72.200    73.340    69.880    71.690    71.690 44218500    56.617
2021-07-26    71.250    71.250    67.470    68.690    68.690 29185100    81.013
2021-07-27    68.320    69.480    66.860    68.330    68.330 16988300    46.490
2021-07-28    68.390    71.920    67.760    69.960    69.960 23203600    42.348
2021-07-29    69.500    71.590    69.500    70.370    70.370 11630000    61.105
2021-07-30    69.830    71.130    69.500    69.750    69.750 13214600    65.823
2021-08-02    70.230    70.440    68.660    69.130    69.130 12040800    58.688
2021-08-03    69.870    70.960    68.080    68.630    68.630 9221400    51.553
2021-08-04    68.680    69.080    67.910    68.700    68.700 7578400    45.800
2021-08-05    68.850    69.450    68.080    69.280    69.280 8634600    46.605
2021-08-06    69.300    69.810    66.880    67.370    67.370 11451000    53.280
2021-08-09    67.500    67.520    66.450    67.010    67.010 7938300    20.612
2021-08-10    67.200    67.370    65.570    65.680    65.680 8995700    18.533
2021-08-11    65.790    66.330    64.630    65.460    65.460 8630500    12.055
2021-08-12    64.810    65.280    64.060    64.950    64.950 7959300    15.086
2021-08-13    64.990    65.770    64.610    64.820    64.820 6078200    11.323
2021-08-16    64.340    64.940    62.810    63.780    63.780 11987300    22.064
2021-08-17    63.340    63.840    62.360    62.880    62.880 6950300    14.854
2021-08-18    62.850    63.310    62.070    62.120    62.120 6891000     8.508
2021-08-19    61.590    63.190    61.500    62.050    62.050 8502700     6.438
2021-08-20    62.130    63.170    61.990    62.520    62.520 8594800     5.814
2021-08-23    63.200    64.560    63.060    64.130    64.130 9962400    10.782
2021-08-24    64.840    65.060    63.920    63.980    63.980 6133900    31.649
2021-08-25    63.950    64.310    63.200    64.170    64.170 5470200    29.844
2021-08-26    63.960    64.250    62.530    62.610    62.610 6379500    32.130
2021-08-27    62.720    63.720    62.490    63.430    63.430 6330000    18.439
2021-08-30    63.700    65.050    63.450    64.700    64.700 8071900    32.879
2021-08-31    64.520    65.150    64.160    64.500    64.500 9157900    66.252
2021-09-01    64.650    66.720    64.650    65.550    65.550 15284300    57.471
2021-09-02    65.970    66.050    64.410    64.600    64.600 8591600    77.586
2021-09-03    64.430    65.090    63.850    64.660    64.660 5060100    59.387
2021-09-07    64.710    65.130    64.150    64.980    64.980 7149400    60.536
2021-09-08    64.940    65.360    62.080    62.270    62.270 11767200    66.667
2021-09-09    62.360    63.180    62.240    62.460    62.460 8168900    14.751
2021-09-10    62.950    63.370    61.470    61.560    61.560 7026200    18.857
2021-09-13    61.300    61.410    58.450    59.660    59.660 16851600    37.606
2021-09-14    60.070    60.700    59.490    60.190    60.190 8233700    14.631
2021-09-15    60.100    61.555    59.640    61.405    61.405 9200884    21.040
