# date	 open	 high	 low	 close	 adjClose	 volume	 5-day moving average close	 20-day moving average close
2020-04-06     0.490     0.500     0.470     0.480     0.480 78541300     0.480     0.480 
2020-04-07     0.490     0.520     0.490     0.510     0.510 166994100     0.495     0.495 
2020-04-08     0.500     0.520     0.490     0.510     0.510 92514900     0.500     0.500 
2020-04-09     0.520     0.550     0.490     0.510     0.510 128557100     0.502     0.502 
2020-04-13     0.500     0.520     0.490     0.510     0.510 54041000     0.504     0.504 
2020-04-14     0.510     0.560     0.510     0.550     0.550 159112800     0.518     0.512 
2020-04-15     0.530     0.740     0.520     0.610     0.610 504988000     0.538     0.526 
2020-04-16     0.650     0.690     0.610     0.640     0.640 328644000     0.564     0.540 
2020-04-17     0.660     0.670     0.640     0.660     0.660 138856600     0.594     0.553 
2020-04-20     0.640     0.680     0.630     0.650     0.650 128676700     0.622     0.563 
2020-04-22     0.670     0.680     0.660     0.670     0.670 66024100     0.646     0.573 
2020-04-23     0.680     0.710     0.630     0.650     0.650 224679700     0.654     0.579 
2020-04-24     0.640     0.640     0.540     0.600     0.600 321436500     0.646     0.581 
2020-04-27     0.620     0.630     0.580     0.610     0.610 108767800     0.636     0.583 
2020-04-28     0.630     0.640     0.600     0.620     0.620 130044500     0.630     0.585 
2020-04-29     0.630     0.650     0.610     0.630     0.630 176349400     0.622     0.588 
2020-04-30     0.620     0.630     0.600     0.620     0.620 94707100     0.616     0.590 
2020-05-04     0.600     0.740     0.590     0.680     0.680 462219100     0.632     0.595 
2020-05-05     0.720     0.740     0.680     0.700     0.700 227223900     0.650     0.601 
2020-05-06     0.690     0.710     0.670     0.700     0.700 157378900     0.666     0.605 
2020-05-07     0.710     0.720     0.670     0.670     0.670 127232500     0.674     0.615 
2020-05-08     0.680     0.700     0.670     0.690     0.690 75580000     0.688     0.624 
2020-05-11     0.680     0.690     0.650     0.650     0.650 135381600     0.682     0.631 
2020-05-12     0.650     0.660     0.630     0.630     0.630 81416400     0.668     0.637 
2020-05-13     0.630     0.640     0.590     0.600     0.600 88695400     0.648     0.641 
2020-05-14     0.590     0.640     0.560     0.610     0.610 155580900     0.636     0.644 
2020-05-15     0.610     0.640     0.580     0.600     0.600 112018000     0.618     0.644 
2020-05-18     0.620     0.630     0.590     0.610     0.610 125112400     0.610     0.642 
2020-05-19     0.610     0.620     0.590     0.600     0.600 93121400     0.604     0.639 
2020-05-20     0.610     0.640     0.600     0.630     0.630 143435600     0.610     0.638 
2020-05-21     0.650     0.700     0.630     0.650     0.650 303940000     0.618     0.637 
2020-05-22     0.640     0.650     0.630     0.640     0.640 106964300     0.626     0.637 
2020-05-25     0.650     0.700     0.640     0.690     0.690 125566200     0.642     0.641 
2020-05-26     0.700     0.710     0.660     0.660     0.660 153124500     0.654     0.644 
2020-05-27     0.660     0.700     0.650     0.700     0.700 180177700     0.668     0.648 
2020-05-28     0.700     0.740     0.690     0.720     0.720 178233400     0.682     0.652 
2020-05-29     0.730     0.750     0.710     0.750     0.750 141930500     0.704     0.659 
2020-06-01     0.750     0.830     0.750     0.800     0.800 271304300     0.726     0.665 
2020-06-02     0.840     0.860     0.810     0.830     0.830 226236300     0.760     0.671 
2020-06-03     0.840     0.860     0.800     0.820     0.820 197285100     0.784     0.677 
2020-06-04     0.810     0.840     0.800     0.830     0.830 165219100     0.806     0.685 
2020-06-05     0.850     0.890     0.830     0.840     0.840 126086200     0.824     0.693 
2020-06-08     0.860     0.860     0.840     0.860     0.860 98909000     0.836     0.704 
2020-06-09     0.840     0.930     0.830     0.920     0.920 237295400     0.854     0.718 
2020-06-10     0.960     0.990     0.900     0.910     0.910 240227300     0.872     0.734 
2020-06-12     0.870     1.040     0.850     1.020     1.020 292544400     0.910     0.754 
2020-06-15     1.020     1.020     0.960     0.980     0.980 233938900     0.938     0.773 
2020-06-16     0.950     1.000     0.860     0.980     0.980 531471800     0.962     0.792 
2020-06-17     0.990     1.000     0.930     0.990     0.990 220707800     0.976     0.811 
2020-06-18     0.970     1.100     0.970     1.090     1.090 423376700     1.012     0.834 
2020-06-19     1.110     1.130     1.040     1.090     1.090 204992400     1.026     0.856 
2020-06-22     1.110     1.190     1.090     1.160     1.160 270061600     1.062     0.882 
2020-06-23     1.190     1.220     1.110     1.150     1.150 306636100     1.096     0.905 
2020-06-24     1.170     1.180     1.110     1.150     1.150 246431900     1.128     0.929 
2020-06-25     1.170     1.230     1.140     1.230     1.230 290475400     1.156     0.956 
2020-06-26     1.220     1.250     1.150     1.150     1.150 237959300     1.168     0.978 
2020-06-29     1.170     1.220     1.120     1.210     1.210 261405800     1.178     1.001 
2020-06-30     1.200     1.240     1.170     1.200     1.200 181791200     1.188     1.020 
2020-07-01     1.200     1.210     1.170     1.190     1.190 101288800     1.196     1.039 
2020-07-02     1.200     1.240     1.190     1.200     1.200 138483700     1.190     1.058 
2020-07-03     1.200     1.220     1.180     1.210     1.210 60935000     1.202     1.077 
2020-07-06     1.240     1.240     1.210     1.220     1.220 107103100     1.204     1.096 
2020-07-07     1.210     1.220     1.190     1.200     1.200 71018800     1.204     1.113 
2020-07-08     1.210     1.220     1.190     1.220     1.220 109876900     1.210     1.127 
2020-07-09     1.220     1.230     1.150     1.150     1.150 174934900     1.200     1.139 
2020-07-10     1.130     1.190     1.080     1.190     1.190 229153300     1.196     1.148 
2020-07-13     1.190     1.210     1.150     1.160     1.160 138493300     1.184     1.157 
2020-07-14     1.160     1.170     1.120     1.170     1.170 115405900     1.178     1.166 
2020-07-15     1.170     1.210     1.140     1.200     1.200 288175300     1.174     1.177 
2020-07-16     1.200     1.220     1.180     1.190     1.190 179181300     1.182     1.182 
2020-07-17     1.200     1.210     1.190     1.210     1.210 51163500     1.186     1.188 
2020-07-20     1.340     1.450     1.270     1.320     1.320 687281500     1.218     1.196 
2020-07-21     1.380     1.390     1.300     1.350     1.350 340812500     1.254     1.206 
2020-07-22     1.340     1.350     1.310     1.340     1.340 130661000     1.282     1.216 
2020-07-23     1.550     1.600     1.500     1.600     1.600 656445600     1.364     1.234 
2020-07-24     1.660     1.770     1.630     1.650     1.650 462859900     1.452     1.259 
2020-07-27     1.780     1.800     1.710     1.770     1.770 380225500     1.542     1.287 
2020-07-28     1.880     2.050     1.840     2.050     2.050 696597600     1.682     1.330 
2020-07-29     2.250     2.250     1.840     1.910     1.910 939592800     1.796     1.366 
2020-07-30     1.820     1.990     1.700     1.900     1.900 681806100     1.856     1.401 
2020-07-31     1.940     1.970     1.660     1.820     1.820 476511900     1.890     1.431 
2020-08-03     1.810     1.820     1.620     1.620     1.620 407325200     1.860     1.451 
2020-08-04     1.510     1.680     1.470     1.550     1.550 621842200     1.760     1.469 
2020-08-05     1.600     1.660     1.560     1.620     1.620 271424000     1.702     1.489 
2020-08-06     1.590     1.640     1.550     1.560     1.560 151190100     1.634     1.509 
2020-08-07     1.550     1.650     1.520     1.560     1.560 230715200     1.582     1.528 
2020-08-10     1.600     1.620     1.520     1.570     1.570 151750600     1.572     1.548 
2020-08-11     1.580     1.580     1.530     1.540     1.540 114978300     1.570     1.567 
2020-08-12     1.550     1.620     1.510     1.590     1.590 223670400     1.564     1.586 
2020-08-13     1.590     1.790     1.580     1.750     1.750 392818400     1.602     1.614 
2020-08-14     1.650     1.660     1.560     1.620     1.620 338837800     1.614     1.634 
2020-08-17     1.610     1.630     1.540     1.550     1.550 203904200     1.610     1.646 
2020-08-18     1.550     1.600     1.540     1.580     1.580 122846500     1.618     1.657 
2020-08-19     1.570     1.580     1.540     1.570     1.570 68317600     1.614     1.669 
2020-08-20     1.520     1.610     1.500     1.610     1.610 160665200     1.586     1.669 
2020-08-21     1.610     1.730     1.580     1.720     1.720 266178500     1.606     1.673 
2020-08-24     1.750     1.770     1.700     1.710     1.710 124573400     1.638     1.670 
2020-08-25     1.710     1.720     1.650     1.680     1.680 101720500     1.658     1.651 
2020-08-26     1.670     1.710     1.630     1.670     1.670 160672400     1.678     1.639 
2020-08-27     1.650     1.650     1.600     1.600     1.600 144504600     1.676     1.624 
2020-08-28     1.600     1.730     1.600     1.720     1.720 194679300     1.676     1.619 
2020-08-31     1.710     1.760     1.700     1.700     1.700 161727000     1.674     1.623 
2020-09-01     1.730     1.790     1.720     1.780     1.780 115320300     1.694     1.635 
2020-09-02     1.820     1.870     1.790     1.860     1.860 214919800     1.732     1.647 
2020-09-03     1.890     1.930     1.800     1.820     1.820 332703400     1.776     1.660 
2020-09-04     1.860     1.860     1.760     1.840     1.840 235921500     1.800     1.674 
2020-09-08     1.950     1.970     1.860     1.860     1.860 357403400     1.832     1.688 
2020-09-09     1.950     1.950     1.760     1.800     1.800 539482600     1.836     1.701 
