# date	 open	 high	 low	 close	 adjClose	 volume	 5-day moving average close	 20-day moving average close
2019-07-08     3.850     4.480     3.810     4.420     4.420 1321800     4.420     4.420 
2019-07-10     4.600     5.340     4.590     5.000     5.000 1783000     4.710     4.710 
2019-07-11     4.850     4.960     4.400     4.400     4.400 540800     4.607     4.607 
2019-07-12     4.500     4.810     4.330     4.660     4.660 421500     4.620     4.620 
2019-07-15     4.820     4.830     4.630     4.660     4.660 288800     4.628     4.628 
2019-07-16     4.700     4.720     4.430     4.450     4.450 168300     4.634     4.598 
2019-07-17     4.460     4.510     4.370     4.450     4.450 131900     4.524     4.577 
2019-07-18     4.490     4.740     4.380     4.390     4.390 426900     4.522     4.554 
2019-07-19     4.420     4.480     4.310     4.310     4.310 125500     4.452     4.527 
2019-07-22     4.320     4.390     4.130     4.300     4.300 159200     4.380     4.504 
2019-07-23     4.310     4.310     4.190     4.220     4.220 28400     4.334     4.478 
2019-07-24     4.230     4.330     4.160     4.180     4.180 84900     4.280     4.453 
2019-07-25     4.190     4.700     4.180     4.500     4.500 565200     4.302     4.457 
2019-07-26     4.500     4.650     4.330     4.370     4.370 221000     4.314     4.451 
2019-07-29     4.430     4.500     4.390     4.460     4.460 68600     4.346     4.451 
2019-07-30     4.470     4.550     4.400     4.420     4.420 122000     4.386     4.449 
2019-07-31     4.450     4.450     4.250     4.260     4.260 252900     4.402     4.438 
2019-08-01     4.280     4.650     4.280     4.600     4.600 281000     4.422     4.447 
2019-08-02     4.590     4.590     4.380     4.400     4.400 205400     4.428     4.445 
2019-08-05     4.320     4.400     4.290     4.310     4.310 122700     4.398     4.438 
2019-08-06     4.400     4.400     4.290     4.320     4.320 93600     4.378     4.433 
2019-08-07     4.340     4.340     4.260     4.300     4.300 64300     4.386     4.398 
2019-08-08     4.320     4.540     4.290     4.490     4.490 232900     4.364     4.402 
2019-08-09     4.480     4.540     4.430     4.500     4.500 110900     4.384     4.394 
2019-08-12     4.470     4.750     4.400     4.700     4.700 363300     4.462     4.396 
2019-08-13     4.740     4.900     4.670     4.830     4.830 233900     4.564     4.415 
2019-08-14     4.830     4.900     4.650     4.790     4.790 228000     4.662     4.432 
2019-08-15     4.900     4.900     4.410     4.420     4.420 244800     4.648     4.434 
2019-08-16     4.460     4.570     4.270     4.350     4.350 151700     4.618     4.436 
2019-08-19     4.370     4.460     4.190     4.250     4.250 100000     4.528     4.433 
2019-08-20     4.220     4.220     3.790     3.790     3.790 225800     4.320     4.412 
2019-08-21     3.890     4.000     3.810     3.930     3.930 117700     4.148     4.400 
2019-08-22     3.950     4.030     3.800     4.030     4.030 160100     4.070     4.376 
2019-08-23     4.010     4.140     3.900     3.940     3.940 120900     3.988     4.354 
2019-08-26     4.050     4.060     3.810     3.840     3.840 56800     3.906     4.324 
2019-08-27     3.840     3.960     3.800     3.890     3.890 80200     3.926     4.297 
2019-08-28     3.900     4.050     3.880     3.950     3.950 71400     3.930     4.282 
2019-08-29     4.020     4.490     4.020     4.450     4.450 375800     4.014     4.274 
2019-08-30     4.460     5.440     4.370     5.440     5.440 1905900     4.314     4.326 
2019-09-02     5.200     5.600     5.030     5.300     5.300 814500     4.606     4.376 
2019-09-03     5.220     5.490     4.910     5.270     5.270 485500     4.882     4.423 
2019-09-04     5.350     5.390     5.070     5.160     5.160 217200     5.124     4.466 
2019-09-05     5.200     5.500     5.140     5.220     5.220 352000     5.278     4.502 
2019-09-06     5.250     5.290     5.100     5.180     5.180 112700     5.226     4.536 
2019-09-09     5.180     5.260     5.070     5.260     5.260 172000     5.218     4.564 
2019-09-10     5.300     5.390     5.180     5.380     5.380 116700     5.240     4.592 
2019-09-11     5.450     6.180     5.420     6.000     6.000 1122800     5.408     4.652 
2019-09-12     5.990     6.050     5.500     5.500     5.500 417800     5.464     4.706 
2019-09-13     5.520     5.740     5.320     5.400     5.400 224300     5.508     4.759 
2019-09-16     5.720     5.860     5.380     5.480     5.480 354800     5.552     4.821 
2019-09-17     5.480     5.570     5.200     5.480     5.480 142700     5.572     4.905 
2019-09-18     5.440     5.780     5.430     5.750     5.750 185500     5.522     4.996 
2019-09-19     5.770     5.790     5.560     5.560     5.560 115900     5.534     5.072 
2019-09-20     5.500     5.640     5.450     5.640     5.640 211000     5.582     5.157 
2019-09-23     5.640     5.780     5.500     5.630     5.630 102400     5.612     5.247 
2019-09-24     5.740     5.740     5.540     5.590     5.590 72600     5.634     5.332 
2019-09-25     5.510     5.690     5.450     5.550     5.550 95900     5.594     5.412 
2019-09-26     5.620     5.690     5.450     5.500     5.500 52100     5.582     5.464 
2019-09-27     5.500     5.600     5.350     5.600     5.600 70400     5.574     5.472 
2019-09-30     5.600     5.630     5.440     5.580     5.580 71600     5.564     5.486 
2019-10-01     5.480     5.890     5.450     5.690     5.690 272600     5.584     5.507 
2019-10-02     5.580     5.690     5.510     5.510     5.510 98000     5.576     5.525 
2019-10-03     5.560     5.650     5.350     5.490     5.490 135100     5.574     5.538 
2019-10-04     5.550     5.830     5.520     5.650     5.650 144000     5.584     5.562 
2019-10-07     5.650     5.690     5.530     5.560     5.560 50100     5.580     5.577 
2019-10-08     5.580     5.620     5.480     5.510     5.510 64000     5.544     5.583 
2019-10-09     5.510     5.640     5.470     5.640     5.640 84600     5.570     5.565 
2019-10-10     5.520     5.570     5.470     5.470     5.470 54000     5.566     5.564 
2019-10-11     5.590     5.680     5.500     5.500     5.500 114500     5.536     5.569 
2019-10-14     5.480     5.570     5.480     5.500     5.500 67400     5.524     5.570 
2019-10-15     5.510     5.670     5.510     5.570     5.570 61600     5.536     5.574 
2019-10-16     5.560     5.590     5.500     5.510     5.510 35200     5.510     5.562 
2019-10-17     5.510     5.590     5.500     5.550     5.550 57800     5.526     5.562 
2019-10-18     5.580     5.670     5.550     5.630     5.630 93400     5.552     5.561 
2019-10-21     5.670     5.770     5.580     5.660     5.660 67100     5.584     5.563 
2019-10-22     5.660     5.740     5.600     5.600     5.600 83500     5.590     5.563 
2019-10-23     5.690     5.690     5.510     5.510     5.510 107000     5.590     5.561 
2019-10-24     5.580     6.400     5.550     6.230     6.230 907100     5.726     5.598 
2019-10-25     6.180     6.640     5.980     6.290     6.290 679600     5.858     5.632 
2019-10-28     6.290     6.390     6.020     6.150     6.150 271500     5.956     5.661 
2019-10-29     6.160     6.220     6.020     6.100     6.100 142700     6.056     5.681 
2019-10-30     6.100     6.700     6.080     6.430     6.430 537600     6.240     5.727 
2019-10-31     6.460     7.100     6.410     6.700     6.700 486300     6.334     5.788 
2019-11-01     6.780     7.260     6.700     6.990     6.990 532400     6.474     5.855 
2019-11-04     7.010     8.000     7.010     8.000     8.000 708100     6.844     5.977 
2019-11-05     8.090     8.270     7.590     7.750     7.750 669700     7.174     6.089 
2019-11-06     7.900     8.880     7.500     8.880     8.880 702100     7.664     6.251 
2019-11-07     8.750     9.400     8.410     8.790     8.790 1027900     8.082     6.417 
2019-11-08     8.790     9.080     8.550     8.550     8.550 362000     8.394     6.569 
2019-11-11     8.500     9.000     8.060     8.660     8.660 376000     8.526     6.727 
2019-11-12     8.650     8.800     8.150     8.440     8.440 337700     8.664     6.871 
2019-11-13     8.540     8.670     8.190     8.400     8.400 254100     8.568     7.016 
2019-11-14     8.250     8.550     8.110     8.490     8.490 340700     8.508     7.162 
2019-11-18     8.610     9.250     8.490     9.180     9.180 537400     8.634     7.340 
2019-11-19     9.240     9.350     8.760     9.050     9.050 636000     8.712     7.510 
2019-11-21     9.060     9.740     9.060     9.610     9.610 768600     8.946     7.710 
2019-11-22     9.670     9.950     9.160     9.360     9.360 339200     9.138     7.903 
2019-11-25     9.450     9.990     9.330     9.980     9.980 408000     9.436     8.090 
2019-11-26    10.000    10.400     9.450     9.450     9.450 635800     9.490     8.248 
2019-11-27     9.610     9.850     9.350     9.680     9.680 454200     9.616     8.425 
2019-11-28     9.700    10.190     9.410    10.170    10.170 372500     9.728     8.628 
2019-11-29    10.250    10.400     9.880    10.400    10.400 518000     9.936     8.827 
2019-12-02    10.400    10.460     7.990     7.990     7.990 1645400     9.538     8.891 
2019-12-03     7.500     7.500     3.060     3.100     3.100 11523200     8.268     8.697 
2019-12-04     3.350     3.680     2.970     3.240     3.240 26433000     6.980     8.459 
2019-12-05     3.370     3.480     3.260     3.320     3.320 9845300     5.610     8.237 
2019-12-06     3.360     3.400     3.170     3.220     3.220 5877500     4.174     7.954 
2019-12-09     3.230     3.230     3.100     3.110     3.110 3601800     3.198     7.670 
2019-12-10     3.130     3.290     3.020     3.140     3.140 4031400     3.206     7.400 
2019-12-11     3.160     3.210     3.090     3.100     3.100 2590700     3.178     7.122 
2019-12-12     3.110     3.170     3.070     3.080     3.080 2687400     3.130     6.854 
2019-12-13     3.100     3.130     3.080     3.120     3.120 1233800     3.110     6.590 
2019-12-16     3.150     3.300     3.100     3.130     3.130 3730500     3.114     6.322 
2019-12-17     3.160     3.170     3.050     3.070     3.070 2457000     3.100     6.016 
2019-12-18     3.080     3.110     2.970     3.000     3.000 2303000     3.080     5.714 
2019-12-19     3.010     3.100     2.920     2.920     2.920 2722600     3.048     5.379 
2019-12-20     2.930     2.970     2.810     2.810     2.810 2053600     2.986     5.052 
2019-12-23     2.840     2.880     2.660     2.860     2.860 2650700     2.932     4.696 
2019-12-26     2.980     3.150     2.900     3.060     3.060 4080300     2.930     4.376 
2019-12-27     3.130     3.180     2.980     3.030     3.030 2452300     2.936     4.044 
2019-12-30     3.060     3.060     2.910     2.930     2.930 1724900     2.938     3.682 
2020-01-02     2.950     2.960     2.850     2.850     2.850 2351900     2.946     3.304 
2020-01-03     2.900     3.000     2.580     2.580     2.580 6946900     2.890     3.034 
2020-01-06     2.630     2.730     2.410     2.480     2.480 5696200     2.774     3.003 
2020-01-07     2.510     2.830     2.410     2.550     2.550 11879100     2.678     2.968 
2020-01-08     2.610     2.660     2.450     2.450     2.450 5047300     2.582     2.925 
2020-01-09     2.480     2.530     2.420     2.440     2.440 3852700     2.500     2.886 
2020-01-10     2.450     2.480     2.360     2.380     2.380 3240500     2.460     2.849 
2020-01-13     2.410     2.420     2.170     2.200     2.200 5645000     2.404     2.802 
2020-01-14     2.220     2.230     2.030     2.070     2.070 6234800     2.308     2.751 
2020-01-15     2.050     2.540     1.990     2.540     2.540 15574300     2.326     2.724 
2020-01-16     2.650     2.740     2.260     2.310     2.310 17831500     2.300     2.683 
2020-01-17     2.310     2.550     2.240     2.380     2.380 12220600     2.300     2.646 
2020-01-20     2.380     2.510     2.290     2.340     2.340 8990100     2.328     2.609 
2020-01-21     2.360     2.360     2.200     2.220     2.220 4442500     2.358     2.570 
2020-01-22     2.250     2.310     2.200     2.220     2.220 3088800     2.294     2.535 
2020-01-23     2.180     2.360     2.140     2.320     2.320 7121900     2.296     2.511 
2020-01-24     2.340     2.340     2.170     2.190     2.190 5681100     2.258     2.477 
2020-01-27     2.150     2.230     2.090     2.100     2.100 3788300     2.210     2.429 
2020-01-28     2.150     2.170     2.050     2.070     2.070 3485800     2.180     2.381 
2020-01-29     2.090     2.140     2.020     2.020     2.020 3993400     2.140     2.336 
2020-01-30     1.990     2.010     1.900     1.900     1.900 4486300     2.056     2.288 
2020-01-31     1.860     1.930     1.810     1.820     1.820 4737400     1.982     2.250 
2020-02-03     1.870     2.310     1.830     2.260     2.260 14264300     2.014     2.239 
2020-02-04     2.510     2.510     1.990     2.070     2.070 29517900     2.014     2.215 
2020-02-05     2.100     2.120     2.010     2.010     2.010 10239900     2.012     2.193 
2020-02-06     2.030     2.030     1.860     1.880     1.880 13576100     2.008     2.165 
2020-02-07     1.880     2.060     1.820     1.900     1.900 14292300     2.024     2.141 
2020-02-10     1.880     2.000     1.820     1.830     1.830 10370800     1.938     2.123 
2020-02-11     1.860     1.890     1.790     1.830     1.830 7046000     1.890     2.111 
2020-02-12     1.840     1.850     1.770     1.800     1.800 4623700     1.848     2.074 
2020-02-13     1.790     1.810     1.740     1.740     1.740 5000600     1.820     2.045 
2020-02-14     1.750     1.760     1.580     1.600     1.600 11024600     1.760     2.006 
2020-02-17     1.610     1.730     1.590     1.610     1.610 11124000     1.716     1.970 
2020-02-18     1.620     1.670     1.590     1.610     1.610 5515300     1.672     1.939 
2020-02-19     1.620     1.630     1.590     1.590     1.590 3008800     1.630     1.908 
2020-02-20     1.610     1.700     1.600     1.600     1.600 7744700     1.602     1.872 
2020-02-21     1.580     1.600     1.530     1.540     1.540 4591600     1.590     1.839 
2020-02-26    -1.000    -1.000    -1.000    -1.000    -1.000 0     1.068     1.684 
2020-02-27     1.370     1.450     1.340     1.350     1.350 3490400     1.016     1.648 
2020-02-28     1.360     1.380     1.230     1.300     1.300 5796300     0.958     1.612 
2020-03-02     1.300     1.600     1.280     1.590     1.590 9076000     0.956     1.597 
2020-03-03     1.580     1.680     1.410     1.410     1.410 12441500     0.930     1.576 
2020-03-04     1.460     1.480     1.330     1.340     1.340 7994100     1.398     1.530 
2020-03-05     1.350     1.350     1.200     1.230     1.230 6527200     1.374     1.488 
2020-03-06     1.150     1.220     1.140     1.180     1.180 2827900     1.350     1.447 
2020-03-09     0.950     1.030     0.900     0.940     0.940 4439800     1.220     1.400 
2020-03-10     1.070     1.100     0.980     1.000     1.000 4677900     1.138     1.355 
2020-03-11     0.990     1.050     0.940     0.990     0.990 2939100     1.068     1.313 
2020-03-12     0.890     0.950     0.820     0.870     0.870 2274300     0.996     1.265 
2020-03-13     0.950     0.990     0.860     0.930     0.930 5590000     0.946     1.221 
2020-03-16     0.850     0.860     0.780     0.800     0.800 8252600     0.918     1.174 
2020-03-17     0.830     0.840     0.760     0.770     0.770 2530200     0.872     1.133 
2020-03-18     0.730     0.730     0.540     0.570     0.570 2290100     0.788     1.081 
2020-03-19     0.570     0.610     0.480     0.600     0.600 3073600     0.734     1.030 
2020-03-20     0.640     0.670     0.530     0.530     0.530 5937300     0.654     0.977 
2020-03-23     0.500     0.530     0.480     0.480     0.480 2552400     0.590     0.921 
2020-03-24     0.530     0.550     0.490     0.490     0.490 2039100     0.534     0.869 
2020-03-25     0.500     0.590     0.500     0.570     0.570 4860500     0.534     0.947 
2020-03-26     0.560     0.660     0.540     0.600     0.600 4597200     0.534     0.910 
2020-03-27     0.590     0.620     0.560     0.600     0.600 2346200     0.548     0.875 
2020-03-30     0.610     0.670     0.580     0.640     0.640 3384500     0.580     0.827 
2020-03-31     0.640     0.680     0.610     0.620     0.620 4144900     0.606     0.788 
2020-04-01     0.600     0.610     0.540     0.560     0.560 3961200     0.604     0.749 
2020-04-02     0.620     0.650     0.570     0.600     0.600 5579700     0.604     0.717 
2020-04-03     0.640     0.670     0.580     0.590     0.590 4979300     0.602     0.688 
2020-04-06     0.630     0.630     0.590     0.600     0.600 1905000     0.594     0.671 
2020-04-07     0.620     0.660     0.600     0.610     0.610 3407000     0.592     0.651 
2020-04-08     0.620     0.640     0.600     0.640     0.640 1792400     0.608     0.634 
2020-04-09     0.650     0.890     0.650     0.890     0.890 13343700     0.666     0.635 
2020-04-13     0.960     1.460     0.870     1.460     1.460 28109500     0.840     0.661 
2020-04-14     1.620     1.990     1.410     1.440     1.440 46063900     1.008     0.693 
2020-04-15     1.210     1.480     1.160     1.290     1.290 16396400     1.144     0.719 
2020-04-16     1.390     1.460     1.180     1.210     1.210 9913200     1.258     0.751 
2020-04-17     1.290     1.330     1.180     1.210     1.210 5593000     1.322     0.782 
2020-04-20     1.120     1.320     1.020     1.170     1.170 9543300     1.264     0.814 
2020-04-22     1.160     1.230     1.120     1.150     1.150 5969400     1.206     0.847 
2020-04-23     1.200     1.230     1.100     1.150     1.150 5149300     1.178     0.880 
2020-04-24     1.150     1.150     0.990     1.040     1.040 4471800     1.144     0.904 
2020-04-27     1.090     1.370     1.030     1.370     1.370 11591300     1.176     0.942 
2020-04-28     1.360     1.440     1.230     1.280     1.280 16661300     1.198     0.976 
2020-04-29     1.320     1.370     1.290     1.300     1.300 8950500     1.228     1.009 
2020-04-30     1.270     1.750     1.240     1.500     1.500 40425400     1.298     1.053 
2020-05-04     1.540     1.650     1.350     1.390     1.390 21243100     1.368     1.095 
2020-05-05     1.470     1.530     1.390     1.420     1.420 15336000     1.378     1.136 
2020-05-06     1.420     1.500     1.390     1.440     1.440 12378400     1.410     1.178 
2020-05-07     1.490     1.490     1.370     1.400     1.400 6628800     1.430     1.218 
2020-05-08     1.420     1.440     1.330     1.400     1.400 6651600     1.410     1.258 
2020-05-11     1.360     1.430     1.340     1.340     1.340 6345700     1.400     1.293 
2020-05-12     1.340     1.380     1.280     1.280     1.280 5303200     1.372     1.312 
2020-05-13     1.310     1.330     1.180     1.190     1.190 5829200     1.322     1.299 
2020-05-14     1.180     1.300     1.130     1.240     1.240 7907500     1.290     1.289 
2020-05-15     1.230     1.290     1.200     1.200     1.200 6021300     1.250     1.284 
2020-05-18     1.250     1.290     1.200     1.220     1.220 5530100     1.226     1.285 
2020-05-19     1.230     1.250     1.190     1.220     1.220 5314500     1.214     1.285 
2020-05-20     1.220     1.260     1.200     1.200     1.200 5597800     1.216     1.287 
2020-05-21     1.210     1.220     1.170     1.220     1.220 5656600     1.212     1.290 
2020-05-22     1.200     1.210     1.180     1.180     1.180 2061700     1.208     1.292 
2020-05-25     1.200     1.400     1.200     1.240     1.240 20287800     1.212     1.302 
2020-05-26     1.280     1.310     1.200     1.230     1.230 7736400     1.214     1.295 
2020-05-27     1.250     1.280     1.210     1.260     1.260 7025500     1.226     1.294 
2020-05-28     1.270     1.280     1.220     1.220     1.220 7212800     1.226     1.290 
2020-05-29     1.210     1.220     1.160     1.160     1.160 8480600     1.222     1.273 
2020-06-01     1.170     1.210     1.170     1.180     1.180 6901900     1.210     1.262 
2020-06-02     1.210     1.250     1.190     1.220     1.220 8361900     1.208     1.252 
2020-06-03     1.240     1.280     1.210     1.240     1.240 11533200     1.204     1.242 
2020-06-04     1.240     1.410     1.240     1.370     1.370 22760300     1.234     1.241 
2020-06-05     1.460     1.520     1.340     1.340     1.340 17874400     1.270     1.238 
2020-06-08     1.380     1.550     1.370     1.550     1.550 14753300     1.344     1.248 
2020-06-09     1.470     1.820     1.450     1.760     1.760 22510100     1.452     1.272 
2020-06-10     1.830     1.920     1.550     1.550     1.550 21572400     1.514     1.290 
2020-06-12     1.450     1.590     1.360     1.420     1.420 17726400     1.524     1.299 
2020-06-15     1.360     1.520     1.320     1.490     1.490 11433200     1.554     1.314 
2020-06-16     1.570     1.600     1.430     1.500     1.500 11917400     1.544     1.328 
2020-06-17     1.500     1.530     1.450     1.470     1.470 8037500     1.486     1.340 
2020-06-18     1.470     1.530     1.460     1.520     1.520 7674200     1.480     1.356 
2020-06-19     1.580     1.670     1.540     1.560     1.560 21994000     1.508     1.373 
2020-06-22     1.610     1.920     1.580     1.890     1.890 35275200     1.588     1.409 
2020-06-23     1.950     1.980     1.680     1.720     1.720 30968200     1.632     1.433 
2020-06-24     1.630     1.730     1.560     1.590     1.590 14846900     1.656     1.451 
2020-06-25     1.590     1.650     1.530     1.600     1.600 9541800     1.672     1.468 
2020-06-26     1.610     1.630     1.510     1.520     1.520 10499000     1.664     1.483 
2020-06-29     1.580     1.630     1.530     1.630     1.630 6810900     1.612     1.506 
2020-06-30     1.630     1.670     1.560     1.580     1.580 9336100     1.584     1.526 
2020-07-01     1.590     1.630     1.580     1.580     1.580 4025800     1.582     1.544 
2020-07-02     1.620     1.690     1.570     1.580     1.580 10978000     1.578     1.561 
2020-07-03     1.580     1.600     1.560     1.590     1.590 2964200     1.592     1.572 
2020-07-06     1.620     1.640     1.590     1.600     1.600 4229300     1.586     1.585 
